repeat_sequence_index,point_ordinal,grid_index,block_index,condition,condition_ordinal,repeat_index,bias,approach_bias,restart_gen,restart_acq,t_restart_start_unix,t_restart_end_unix,t_discard_start_unix,t_discard_end_unix,t_acq_first_attempt_start_unix,discard_read_retries,formal_read_retries,t_dmm_pre1_start_unix,t_dmm_pre1_end_unix,dc_dmm_pre1,t_dmm_pre2_start_unix,t_dmm_pre2_end_unix,dc_dmm_pre2,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post1_start_unix,t_dmm_post1_end_unix,dc_dmm_post1,t_dmm_post2_start_unix,t_dmm_post2_end_unix,dc_dmm_post2,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
73,1,0,6,both,2,1,-4.407375476557824,-4.537928952758923,1,1,1784288818.489816,1784288823.9353049,1784288824.6576939,1784288825.522336,1784288825.930887,0,0,1784288825.522922,1784288825.724734,0.205281803,1784288825.724739,1784288825.930881,0.19991934,1784288825.930887,1784288827.973356,1784288826.951851,1784288827.9738219,1784288828.179669,0.206622419,1784288828.1796732,1784288828.389741,0.218687962,0.186262,-0.2286095,-0.390418,0.004831,-0.007511,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3395037,3227949,0,0,0,0,2
74,1,0,6,both,2,2,-4.407375476557824,-4.537928952758923,1,1,1784288828.390974,1784288833.812832,1784288834.533299,1784288835.4067671,1784288835.815734,0,0,1784288835.407843,1784288835.6130261,0.185172565,1784288835.61303,1784288835.8157282,0.197238108,1784288835.815734,1784288837.8664849,1784288836.838025,1784288837.867077,1784288838.0676212,0.211984882,1784288838.067625,1784288838.273822,0.185172565,0.1886645,-0.2299525,-0.3927845,0.004824,-0.0075375,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3390379,3261400,0,0,0,0,2
75,1,0,6,both,2,3,-4.407375476557824,-4.537928952758923,1,1,1784288838.274462,1784288843.689717,1784288844.407373,1784288845.272917,1784288845.688649,0,0,1784288845.273419,1784288845.479529,0.205281803,1784288845.479532,1784288845.688643,0.190535029,1784288845.688649,1784288847.7380311,1784288846.7121768,1784288847.7382379,1784288847.9434009,0.194556876,1784288847.943404,1784288848.148573,0.207963035,0.190755,-0.2309405,-0.3944125,0.00483,-0.0075145,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3379878,3275458,0,0,0,0,2
76,1,0,6,both,2,4,-4.407375476557824,-4.537928952758923,1,1,1784288848.150222,1784288853.593733,1784288854.322657,1784288855.190849,1784288855.596489,0,0,1784288855.191072,1784288855.391554,0.190535029,1784288855.391559,1784288855.596477,0.19321626,1784288855.596489,1784288857.645355,1784288856.6188393,1784288857.645558,1784288857.850689,0.217347346,1784288857.850692,1784288858.0559318,0.213325498,0.19296649999999999,-0.232125,-0.3964415,0.0047815,-0.0074985,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3404522,3281556,0,0,0,0,2
77,1,0,6,both,2,5,-4.407375476557824,-4.537928952758923,1,1,1784288858.057473,1784288863.499222,1784288864.215401,1784288865.086911,1784288865.496883,0,0,1784288865.0871282,1784288865.29231,0.206622419,1784288865.2923148,1784288865.496872,0.226731657,1784288865.496883,1784288867.565272,1784288866.5315695,1784288867.565471,1784288867.768938,0.21600673,1784288867.768943,1784288867.982047,0.195897492,0.19509300000000002,-0.2333105,-0.398409,0.0048185,-0.007526,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3455250,3313398,0,0,0,0,2
78,1,0,6,both,2,6,-4.407375476557824,-4.537928952758923,1,1,1784288867.982683,1784288873.4977138,1784288874.2326841,1784288875.113909,1784288875.5342798,0,0,1784288875.114105,1784288875.324291,0.175788254,1784288875.3242948,1784288875.5342689,0.220028577,1784288875.5342798,1784288877.6099,1784288876.5738232,1784288877.610384,1784288877.8204842,0.242819047,1784288877.8204858,1784288878.025505,0.194556876,0.19731749999999998,-0.234398,-0.400395,0.0047865,-0.0075175,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3433655,3310519,0,0,0,0,2
79,1,0,6,both,2,7,-4.407375476557824,-4.537928952758923,1,1,1784288878.027466,1784288883.54097,1784288884.270599,1784288885.15626,1784288885.568792,0,0,1784288885.15648,1784288885.366753,0.229412888,1784288885.3667572,1784288885.5687869,0.228072273,1784288885.568792,1784288887.638695,1784288886.603272,1784288887.638894,1784288887.844366,0.220028577,1784288887.844367,1784288888.058827,0.197238108,0.199249,-0.2352575,-0.4018445,0.0048365000000000005,-0.0075155,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3477777,3326017,0,0,0,0,2
80,1,0,6,both,2,8,-4.407375476557824,-4.537928952758923,1,1,1784288888.059725,1784288893.564209,1784288894.277556,1784288895.147208,1784288895.558969,0,0,1784288895.147419,1784288895.357607,0.214666114,1784288895.357609,1784288895.558964,0.19991934,1784288895.558969,1784288897.642796,1784288896.5979483,1784288897.643003,1784288897.856565,0.224050425,1784288897.856569,1784288898.066786,0.203941187,0.201328,-0.2363605,-0.403764,0.0047875,-0.0075125,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3477353,3340583,0,0,0,0,2
81,1,0,6,both,2,9,-4.407375476557824,-4.537928952758923,1,1,1784288898.067432,1784288903.5865731,1784288904.337153,1784288905.2047842,1784288905.6253262,0,0,1784288905.204984,1784288905.415159,0.222709809,1784288905.415162,1784288905.62532,0.202600571,1784288905.6253262,1784288907.702896,1784288906.6641421,1784288907.703145,1784288907.9052029,0.205281803,1784288907.905205,1784288908.109658,0.197238108,0.20343699999999998,-0.237484,-0.4056325,0.0048265,-0.007484,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3494545,3359384,0,0,0,0,2
82,1,0,6,both,2,10,-4.407375476557824,-4.537928952758923,1,1,1784288908.1103868,1784288913.621462,1784288914.3581061,1784288915.248738,1784288915.6692631,0,0,1784288915.248965,1784288915.45912,0.203941187,1784288915.459123,1784288915.669257,0.210644266,1784288915.6692631,1784288917.735065,1784288916.702005,1784288917.7355578,1784288917.941566,0.222709809,1784288917.94157,1784288918.1517172,0.224050425,0.205459,-0.238529,-0.40743399999999996,0.0048165,-0.0075049999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3485229,3364973,0,0,0,0,2
83,1,0,6,both,2,11,-4.407375476557824,-4.537928952758923,1,1,1784288918.152359,1784288923.643348,1784288924.37938,1784288925.2577941,1784288925.674238,0,0,1784288925.258013,1784288925.467405,0.225391041,1784288925.467407,1784288925.6742332,0.217347346,1784288925.674238,1784288927.739143,1784288926.708423,1784288927.7393641,1784288927.948591,0.233434736,1784288927.948595,1784288928.160397,0.257565821,0.20743299999999998,-0.2393925,-0.4090875,0.0048035000000000005,-0.0074990000000000005,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3518596,3387415,0,0,0,0,2
84,1,0,7,none,3,0,-4.407375476557824,-4.537928952758923,0,0,1784288933.664819,1784288933.664819,1784288934.402364,1784288935.284866,1784288935.697522,0,0,1784288935.285074,1784288935.487623,0.228072273,1784288935.487625,1784288935.697516,0.211984882,1784288935.697522,1784288937.761421,1784288936.732174,1784288937.76194,1784288937.967763,0.205281803,1784288937.967774,1784288938.1699882,0.222709809,0.2093475,-0.24041400000000002,-0.41065450000000003,0.004817,-0.007482,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3535703,3409858,0,0,0,0,2
85,1,0,7,none,3,1,-4.407375476557824,-4.537928952758923,0,0,1784288938.170649,1784288938.170649,1784288938.908654,1784288939.788157,1784288940.210769,0,0,1784288939.788395,1784288939.9985652,0.224050425,1784288939.9985669,1784288940.210759,0.217347346,1784288940.210769,1784288942.2968059,1784288941.2535453,1784288942.297013,1784288942.509644,0.217347346,1784288942.5096462,1784288942.7211578,0.225391041,0.210243,-0.240776,-0.411367,0.004815,-0.0074595,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3535788,3396392,0,0,0,0,2
86,1,0,7,none,3,2,-4.407375476557824,-4.537928952758923,0,0,1784288942.7218208,1784288942.7218208,1784288943.4556642,1784288944.33512,1784288944.753464,0,0,1784288944.335337,1784288944.540203,0.222709809,1784288944.5402062,1784288944.753453,0.23209412,1784288944.753464,1784288946.838568,1784288945.7945185,1784288946.841446,1784288947.05165,0.203941187,1784288947.0516531,1784288947.262801,0.222709809,0.2111265,-0.241236,-0.412139,0.004802000000000001,-0.0074875,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3531384,3406216,0,0,0,0,2
87,1,0,7,none,3,3,-4.407375476557824,-4.537928952758923,0,0,1784288947.264138,1784288947.264138,1784288948.0014231,1784288948.87254,1784288949.277777,0,0,1784288948.87275,1784288949.0742998,0.233434736,1784288949.074303,1784288949.2777689,0.220028577,1784288949.277777,1784288951.3421729,1784288950.308248,1784288951.342388,1784288951.547741,0.218687962,1784288951.547745,1784288951.760226,0.203941187,0.211866,-0.2415485,-0.4126345,0.004852,-0.0074540000000000006,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3534602,3431368,0,0,0,0,2
88,1,0,7,none,3,4,-4.407375476557824,-4.537928952758923,0,0,1784288951.762042,1784288951.762042,1784288952.500389,1784288953.372082,1784288953.791347,0,0,1784288953.3722959,1784288953.58354,0.222709809,1784288953.583545,1784288953.791341,0.211984882,1784288953.791347,1784288955.8610408,1784288954.8261654,1784288955.861514,1784288956.070337,0.253543974,1784288956.070341,1784288956.275797,0.236115968,0.21276650000000003,-0.2419935,-0.41349,0.0048385,-0.007486,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3557468,3414092,0,0,0,0,2
89,1,0,7,none,3,5,-4.407375476557824,-4.537928952758923,0,0,1784288956.276521,1784288956.276521,1784288957.001845,1784288957.886036,1784288958.303895,0,0,1784288957.886235,1784288958.0930161,0.224050425,1784288958.0930188,1784288958.303884,0.206622419,1784288958.303895,1784288960.370207,1784288959.3426762,1784288960.370398,1784288960.574153,0.220028577,1784288960.574157,1784288960.784204,0.201259955,0.21358749999999999,-0.2424,-0.414141,0.004821499999999999,-0.0074494999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3556367,3439413,0,0,0,0,2
90,1,0,7,none,3,6,-4.407375476557824,-4.537928952758923,0,0,1784288960.7853088,1784288960.7853088,1784288961.515061,1784288962.395021,1784288962.804152,0,0,1784288962.395502,1784288962.6024609,0.218687962,1784288962.602463,1784288962.8041432,0.197238108,1784288962.804152,1784288964.876481,1784288963.8369737,1784288964.876769,1784288965.08702,0.237456584,1784288965.0870242,1784288965.293192,0.241478431,0.2144635,-0.242921,-0.4149545,0.0048445,-0.007478,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3585923,3426372,0,0,0,0,2
91,1,0,7,none,3,7,-4.407375476557824,-4.537928952758923,0,0,1784288965.293837,1784288965.293837,1784288966.01964,1784288966.8823879,1784288967.294278,0,0,1784288966.882632,1784288967.093428,0.238797199,1784288967.093432,1784288967.2942731,0.234775352,1784288967.294278,1784288969.368528,1784288968.3348956,1784288969.368741,1784288969.578902,0.202600571,1784288969.578906,1784288969.7850611,0.262928285,0.215171,-0.243194,-0.41547,0.0048025,-0.007497500000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3561956,3434671,0,0,0,0,2
92,1,0,7,none,3,8,-4.407375476557824,-4.537928952758923,0,0,1784288969.7858949,1784288969.7858949,1784288970.512604,1784288971.3806221,1784288971.793057,0,0,1784288971.381283,1784288971.5909219,0.21600673,1784288971.590924,1784288971.793046,0.222709809,1784288971.793057,1784288973.8719301,1784288972.8291063,1784288973.872137,1784288974.0766459,0.240137815,1784288974.076648,1784288974.284683,0.222709809,0.216098,-0.243653,-0.416304,0.0048515,-0.00746,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3561194,3456012,0,0,0,0,2
93,1,0,7,none,3,9,-4.407375476557824,-4.537928952758923,0,0,1784288974.285299,1784288974.285299,1784288975.022324,1784288975.891372,1784288976.312642,0,0,1784288975.891628,1784288976.103193,0.225391041,1784288976.1031969,1784288976.312636,0.222709809,1784288976.312642,1784288978.379054,1784288977.341908,1784288978.3792572,1784288978.5849311,0.238797199,1784288978.584933,1784288978.78813,0.229412888,0.2169575,-0.2440855,-0.4169965,0.0048544999999999994,-0.007480499999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3577708,3450846,0,0,0,0,2
94,1,0,7,none,3,10,-4.407375476557824,-4.537928952758923,0,0,1784288978.7887821,1784288978.7887821,1784288979.5289412,1784288980.404017,1784288980.824378,0,0,1784288980.404238,1784288980.613965,0.236115968,1784288980.6139688,1784288980.824366,0.221369193,1784288980.824378,1784288982.911833,1784288981.869286,1784288982.91237,1784288983.1169229,0.23209412,1784288983.116927,1784288983.3263009,0.233434736,0.2177825,-0.244481,-0.417737,0.004848,-0.0074885,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3568308,3452286,0,0,0,0,2
95,1,0,7,none,3,11,-4.407375476557824,-4.537928952758923,0,0,1784288983.3272781,1784288983.3272781,1784288984.0609002,1784288984.944488,1784288985.3592472,0,0,1784288984.944684,1784288985.149088,0.230753504,1784288985.14909,1784288985.359242,0.214666114,1784288985.3592472,1784288987.4137468,1784288986.3861012,1784288987.414421,1784288987.6270761,0.249522126,1784288987.62708,1784288987.83729,0.211984882,0.2187035,-0.24495050000000002,-0.4184985,0.004841,-0.007455,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3588972,3480741,0,0,0,0,2
96,2,60,8,acq,0,0,3.4258330955080973,3.2952796193069984,0,1,1784289080.783009,1784289084.117619,1784289084.855979,1784289085.734816,1784289086.15656,0,0,1784289085.735418,1784289085.943224,1.42390162,1784289085.943228,1784289086.1565492,1.43462654,1784289086.15656,1784289088.234227,1784289087.1978354,1784289088.234457,1784289088.444594,1.44937332,1784289088.444596,1784289088.656069,1.41451731,1.2,-0.268347,-0.4580905,-0.000873,0.003417,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3831008,4015288,0,0,0,0,2
97,2,60,8,acq,0,1,3.4258330955080973,3.2952796193069984,0,1,1784289088.656842,1784289091.954773,1784289092.6720362,1784289093.548295,1784289093.966466,0,0,1784289093.548505,1784289093.758772,1.41853915,1784289093.758776,1784289093.9664571,1.42658285,1784289093.966466,1784289096.0325959,1784289095.00097,1784289096.03281,1784289096.243076,1.42792346,1784289096.2430809,1784289096.445407,1.42390162,1.2,-0.27135600000000004,-0.46327,-0.0008465,0.0033465,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3944659,4099807,0,0,0,0,2
98,2,60,8,acq,0,2,3.4258330955080973,3.2952796193069984,0,1,1784289096.44608,1784289099.767025,1784289100.488878,1784289101.376907,1784289101.801781,0,0,1784289101.377401,1784289101.591608,1.422561,1784289101.591611,1784289101.8017752,1.42390162,1784289101.801781,1784289103.8729239,1784289102.8371058,1784289103.8731468,1784289104.0833201,1.41853915,1784289104.083324,1784289104.2888918,1.42792346,1.2,-0.27407899999999996,-0.468088,-0.0007545,0.0032385,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3942372,4063645,0,0,0,0,2
99,2,60,8,acq,0,3,3.4258330955080973,3.2952796193069984,0,1,1784289104.289549,1784289107.6185899,1784289108.362336,1784289109.247811,1784289109.6595268,0,0,1784289109.248008,1784289109.45583,1.39842992,1784289109.4558332,1784289109.659522,1.39440807,1784289109.6595268,1784289111.734806,1784289110.6936827,1784289111.7356758,1784289111.949505,1.41183607,1784289111.9495099,1784289112.1568499,1.3890456,1.2,-0.27641550000000004,-0.472194,-0.000732,0.003222,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3980143,4081683,0,0,0,0,2
100,2,60,8,acq,0,4,3.4258330955080973,3.2952796193069984,0,1,1784289112.157516,1784289115.4840178,1784289116.219836,1784289117.0923252,1784289117.505306,0,0,1784289117.0929532,1784289117.302111,1.42390162,1784289117.302115,1784289117.505301,1.40781423,1784289117.505306,1784289119.590019,1784289118.549738,1784289119.591122,1784289119.8017468,1.3970893,1784289119.8017511,1784289120.010686,1.41585792,1.2,-0.2788435,-0.476355,-0.00069,0.003161,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-3998605,4139948,0,0,0,0,2
101,2,60,8,acq,0,5,3.4258330955080973,3.2952796193069984,0,1,1784289120.011353,1784289123.339427,1784289124.074795,1784289124.957773,1784289125.376509,0,0,1784289124.958364,1784289125.167881,1.38636437,1784289125.167886,1784289125.3764968,1.41853915,1784289125.376509,1784289127.442264,1784289126.404161,1784289127.44248,1784289127.645542,1.40111115,1784289127.645545,1784289127.855687,1.41853915,1.2,-0.280877,-0.4799605,-0.000646,0.0031260000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4037815,4175771,0,0,0,0,2
102,2,60,8,acq,0,6,3.4258330955080973,3.2952796193069984,0,1,1784289127.856312,1784289131.164181,1784289131.8998451,1784289132.77546,1784289133.191696,0,0,1784289132.7760231,1784289132.984549,1.39574868,1784289132.984551,1784289133.19169,1.40781423,1784289133.191696,1784289135.268973,1784289134.229471,1784289135.269202,1784289135.469932,1.37563945,1784289135.4699361,1784289135.678887,1.39440807,1.2,-0.2825175,-0.4826535,-0.0005785,0.0030594999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4056023,4229971,0,0,0,0,2
103,2,60,8,acq,0,7,3.4258330955080973,3.2952796193069984,0,1,1784289135.683994,1784289139.0147488,1784289139.7420118,1784289140.612353,1784289141.029171,0,0,1784289140.6125572,1784289140.826914,1.39977053,1784289140.826916,1784289141.029166,1.39306745,1784289141.029171,1784289143.1011388,1784289142.0670915,1784289143.101847,1784289143.3091578,1.40245176,1784289143.30916,1784289143.50995,1.42122038,1.2,-0.28429800000000005,-0.4857905,-0.000575,0.0030615,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4076602,4238694,0,0,0,0,2
104,2,60,8,acq,0,8,3.4258330955080973,3.2952796193069984,0,1,1784289143.513956,1784289146.8289669,1784289147.569917,1784289148.4483259,1784289148.8673,0,0,1784289148.44854,1784289148.658714,1.39842992,1784289148.6587179,1784289148.867289,1.34882713,1784289148.8673,1784289150.942168,1784289149.9055529,1784289150.942404,1784289151.1525838,1.36893637,1784289151.1525881,1784289151.362227,1.37832068,1.2,-0.285837,-0.4884075,-0.000541,0.0029389999999999998,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4123688,4197282,0,0,0,0,2
105,2,60,8,acq,0,9,3.4258330955080973,3.2952796193069984,0,1,1784289151.362963,1784289154.660637,1784289155.408522,1784289156.282123,1784289156.702562,0,0,1784289156.282343,1784289156.492522,1.38234253,1784289156.492526,1784289156.702552,1.38502376,1784289156.702562,1784289158.7608929,1784289157.732001,1784289158.7613142,1784289158.9646971,1.37966129,1784289158.964701,1784289159.1738749,1.38368314,1.2,-0.287389,-0.49113799999999996,-0.000477,0.0029430000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4124027,4298229,0,0,0,0,2
106,2,60,8,acq,0,10,3.4258330955080973,3.2952796193069984,0,1,1784289159.174525,1784289162.5219579,1784289163.261469,1784289164.133717,1784289164.553108,0,0,1784289164.133984,1784289164.344219,1.40379238,1784289164.344222,1784289164.553102,1.3635739,1784289164.553108,1784289166.626107,1784289165.591718,1784289166.628373,1784289166.838707,1.35955206,1784289166.83871,1784289167.052448,1.36893637,1.2,-0.2886295,-0.4931765,-0.000513,0.0029055,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4159342,4232088,0,0,0,0,2
107,2,60,8,acq,0,11,3.4258330955080973,3.2952796193069984,0,1,1784289167.0531478,1784289170.377485,1784289171.102717,1784289171.9771981,1784289172.397474,0,0,1784289171.977469,1784289172.187691,1.36893637,1784289172.187693,1784289172.397467,1.38368314,1784289172.397474,1784289174.469399,1784289173.4331546,1784289174.469984,1784289174.677828,1.37295821,1784289174.677832,1784289174.880939,1.37295821,1.2,-0.290076,-0.495746,-0.000465,0.002855,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4165355,4297044,0,0,0,0,2
108,2,60,9,both,1,0,3.4258330955080973,3.2952796193069984,1,1,1784289180.378111,1784289185.898987,1784289186.627862,1784289187.497448,1784289187.916836,0,0,1784289187.4986198,1784289187.712192,1.36491452,1784289187.712194,1784289187.916831,1.36759575,1784289187.916836,1784289189.9700348,1784289188.9416327,1784289189.970725,1784289190.18096,1.38636437,1784289190.180964,1784289190.387882,1.36223329,1.2,-0.2924505,-0.4998495,-0.00037549999999999997,0.002805,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4159003,4287559,0,0,0,0,2
109,2,60,9,both,1,1,3.4258330955080973,3.2952796193069984,1,1,1784289190.389704,1784289195.898904,1784289196.633409,1784289197.518751,1784289197.932548,0,0,1784289197.519047,1784289197.729264,1.34480528,1784289197.729268,1784289197.932537,1.3381022,1784289197.932548,1784289200.009747,1784289198.9716473,1784289200.009957,1784289200.221029,1.36089267,1784289200.221034,1784289200.430642,1.3461459,1.2,-0.294057,-0.5025569999999999,-0.000397,0.0027685,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4275279,4344977,0,0,0,0,2
110,2,60,9,both,1,2,3.4258330955080973,3.2952796193069984,1,1,1784289200.432319,1784289205.9332101,1784289206.676799,1784289207.5518742,1784289207.971045,0,0,1784289207.552143,1784289207.762283,1.35150836,1784289207.762284,1784289207.971034,1.34346467,1784289207.971045,1784289210.0482292,1784289209.007358,1784289210.048521,1784289210.259968,1.37429883,1784289210.25997,1784289210.461469,1.33676159,1.2,-0.29507099999999997,-0.5042234999999999,-0.0003615,0.002709,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4229971,4333205,0,0,0,0,2
111,2,60,9,both,1,3,3.4258330955080973,3.2952796193069984,1,1,1784289210.462095,1784289215.988852,1784289216.722829,1784289217.598458,1784289218.020305,0,0,1784289217.5986629,1784289217.8101408,1.33542097,1784289217.8101451,1784289218.020294,1.37563945,1784289218.020305,1784289220.073447,1784289219.0481555,1784289220.073641,1784289220.275646,1.35016774,1784289220.275648,1784289220.482692,1.34480528,1.2,-0.2965455,-0.506697,-0.000335,0.002627,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4232088,4351244,0,0,0,0,2
112,2,60,9,both,1,4,3.4258330955080973,3.2952796193069984,1,1,1784289220.483579,1784289225.970927,1784289226.700395,1784289227.58603,1784289227.999488,0,0,1784289227.586279,1784289227.796455,1.36089267,1784289227.796459,1784289227.999477,1.34346467,1784289227.999488,1784289230.067162,1784289229.035159,1784289230.0674748,1784289230.279118,1.34480528,1784289230.279121,1784289230.485943,1.3461459,1.2,-0.297815,-0.5089985,-0.00030250000000000003,0.0026734999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4272484,4401633,0,0,0,0,2
113,2,60,9,both,1,5,3.4258330955080973,3.2952796193069984,1,1,1784289230.4893482,1784289236.0031,1784289236.744147,1784289237.6383731,1784289238.053945,0,0,1784289237.6390269,1784289237.8419662,1.34212405,1784289237.841969,1784289238.053934,1.3206742,1784289238.053945,1784289240.130214,1784289239.0910702,1784289240.130832,1784289240.33118,1.3381022,1784289240.331182,1784289240.534249,1.32469604,1.2,-0.2990005,-0.5110764999999999,-0.000283,0.00257,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4290946,4356833,0,0,0,0,2
114,2,60,9,both,1,6,3.4258330955080973,3.2952796193069984,1,1,1784289240.5350242,1784289246.027898,1784289246.757905,1784289247.630996,1784289248.0540109,0,0,1784289247.631236,1784289247.8413801,1.32603666,1784289247.8413818,1784289248.0540009,1.30324619,1784289248.0540109,1784289250.123766,1784289249.0907388,1784289250.12399,1784289250.333698,1.32737727,1784289250.3337002,1784289250.54069,1.33944282,1.2,-0.299774,-0.5124475,-0.00023700000000000001,0.0025824999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4282732,4450667,0,0,0,0,2
115,2,60,9,both,1,7,3.4258330955080973,3.2952796193069984,1,1,1784289250.542953,1784289256.073039,1784289256.8043368,1784289257.6811872,1784289258.101656,0,0,1784289257.681398,1784289257.891532,1.32737727,1784289257.891534,1784289258.101651,1.31933358,1784289258.101656,1784289260.189248,1784289259.1454563,1784289260.191882,1784289260.402775,1.33676159,1784289260.4027789,1784289260.6118321,1.33676159,1.2,-0.3010885,-0.514683,-0.000225,0.0025329999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4323636,4378259,0,0,0,0,2
116,2,60,9,both,1,8,3.4258330955080973,3.2952796193069984,1,1,1784289260.612494,1784289266.12846,1784289266.846976,1784289267.727777,1784289268.1392078,0,0,1784289267.728008,1784289267.936896,1.3381022,1784289267.936898,1784289268.139196,1.32469604,1784289268.1392078,1784289270.227318,1784289269.1849859,1784289270.227552,1784289270.4295669,1.30726804,1784289270.429569,1784289270.6388469,1.31665235,1.2,-0.301794,-0.5159635,-0.0002265,0.00247,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4330749,4411203,0,0,0,0,2
117,2,60,9,both,1,9,3.4258330955080973,3.2952796193069984,1,1,1784289270.639498,1784289276.1719658,1784289276.904832,1784289277.794044,1784289278.204944,0,0,1784289277.794739,1784289278.002662,1.32469604,1784289278.002665,1784289278.2049391,1.30458681,1784289278.204944,1784289280.271455,1784289279.2385304,1784289280.271856,1784289280.479425,1.34480528,1784289280.479429,1784289280.683824,1.34212405,1.2,-0.303054,-0.5179545,-0.000177,0.0024655,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4308392,4412134,0,0,0,0,2
118,2,60,9,both,1,10,3.4258330955080973,3.2952796193069984,1,1,1784289280.686527,1784289286.2075489,1784289286.949077,1784289287.828761,1784289288.248821,0,0,1784289287.828955,1784289288.038622,1.31799296,1784289288.038624,1784289288.24881,1.32871789,1784289288.248821,1784289290.3159769,1784289289.28278,1784289290.3162181,1784289290.527586,1.30726804,1784289290.527591,1784289290.7356749,1.29520249,1.2,-0.30393000000000003,-0.5197005,-0.0001965,0.0024400000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4331512,4522736,0,0,0,0,2
119,2,60,9,both,1,11,3.4258330955080973,3.2952796193069984,1,1,1784289290.73634,1784289296.247278,1784289296.984612,1784289297.8544252,1784289298.265219,0,0,1784289297.855009,1784289298.062929,1.30860865,1784289298.062932,1784289298.265197,1.31933358,1784289298.265219,1784289300.350125,1784289299.3049257,1784289300.350334,1784289300.5642931,1.32335543,1784289300.5642948,1784289300.773607,1.33139912,1.2,-0.304668,-0.5208665,-0.0001595,0.0024175,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4348872,4474888,0,0,0,0,2
120,2,60,10,none,2,0,3.4258330955080973,3.2952796193069984,0,0,1784289306.288019,1784289306.288019,1784289307.0130718,1784289307.897442,1784289308.302474,0,0,1784289307.8976672,1784289308.100199,1.30324619,1784289308.100201,1784289308.302468,1.32335543,1784289308.302474,1784289310.385542,1784289309.3471735,1784289310.385762,1784289310.597732,1.3126305,1784289310.597736,1784289310.8058062,1.32871789,1.2,-0.30581800000000003,-0.522701,-0.0001195,0.0023955,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-4340488,4498939,0,0,0,0,2
