window_sequence_index,source_repeat_index,window_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
0,0,0,0,40,0,none,0.8147635714861234,1784288193.9682271,1784288195.012102,1784288194.4901645,1.2,0.197946,0.338909,-0.00234,0.003387,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2924767,2971854,0,0,0,0,1
1,0,1,0,40,0,none,0.8147635714861234,1784288195.0134091,1784288196.0463302,1784288195.5298696,1.2,0.19802,0.339063,-0.002265,0.003404,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2906814,2954747,0,0,0,0,1
2,1,0,0,40,0,none,0.8147635714861234,1784288198.49952,1784288199.541711,1784288199.0206156,1.2,0.197694,0.338596,-0.002335,0.003402,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2886743,2940096,0,0,0,0,1
3,1,1,0,40,0,none,0.8147635714861234,1784288199.543125,1784288200.5865521,1784288200.0648384,1.2,0.197274,0.337896,-0.002331,0.003451,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2873701,2913081,0,0,0,0,1
4,2,0,0,40,0,none,0.8147635714861234,1784288203.0246542,1784288204.065834,1784288203.5452442,1.2,0.196799,0.337199,-0.002304,0.003402,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2865740,3002003,0,0,0,0,1
5,2,1,0,40,0,none,0.8147635714861234,1784288204.0670311,1784288205.10896,1784288204.5879955,1.2,0.196691,0.337073,-0.002299,0.003433,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2915621,2908846,0,0,0,0,1
6,3,0,0,40,0,none,0.8147635714861234,1784288207.558474,1784288208.598254,1784288208.078364,1.2,0.196326,0.336486,-0.002305,0.003435,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2890554,2988707,0,0,0,0,1
7,3,1,0,40,0,none,0.8147635714861234,1784288208.598733,1784288209.6409652,1784288209.1198492,1.2,0.196146,0.336136,-0.002312,0.003408,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2947379,2995820,0,0,0,0,1
8,4,0,0,40,0,none,0.8147635714861234,1784288212.1212108,1784288213.167118,1784288212.6441646,1.2,0.196042,0.336204,-0.002353,0.003455,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2960760,2907999,0,0,0,0,1
9,4,1,0,40,0,none,0.8147635714861234,1784288213.1676512,1784288214.189328,1784288213.6784897,1.2,0.195927,0.335912,-0.002329,0.003415,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2858711,2950597,0,0,0,0,1
10,5,0,0,40,0,none,0.8147635714861234,1784288216.632252,1784288217.674751,1784288217.1535015,1.2,0.195531,0.335342,-0.002337,0.003473,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2862268,2934930,0,0,0,0,1
11,5,1,0,40,0,none,0.8147635714861234,1784288217.675563,1784288218.7165718,1784288218.1960673,1.2,0.195457,0.335148,-0.002341,0.003447,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2921803,2932474,0,0,0,0,1
12,6,0,0,40,0,none,0.8147635714861234,1784288221.167626,1784288222.2031639,1784288221.6853948,1.2,0.19528,0.334869,-0.00233,0.0035,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2809847,2897583,0,0,0,0,1
13,6,1,0,40,0,none,0.8147635714861234,1784288222.203887,1784288223.245698,1784288222.7247925,1.2,0.195139,0.334671,-0.002312,0.003427,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2830934,2900632,0,0,0,0,1
14,7,0,0,40,0,none,0.8147635714861234,1784288225.713241,1784288226.7625432,1784288226.2378922,1.2,0.194853,0.334208,-0.002365,0.003476,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2863454,2942128,0,0,0,0,1
15,7,1,0,40,0,none,0.8147635714861234,1784288226.763075,1784288227.7954948,1784288227.279285,1.2,0.194718,0.333986,-0.002326,0.003439,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2855408,2927986,0,0,0,0,1
16,8,0,0,40,0,none,0.8147635714861234,1784288230.254776,1784288231.296892,1784288230.775834,1.2,0.194369,0.333456,-0.002316,0.003502,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2931881,2953815,0,0,0,0,1
17,8,1,0,40,0,none,0.8147635714861234,1784288231.297488,1784288232.3349571,1784288231.8162227,1.2,0.194456,0.333689,-0.002343,0.00346,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2933236,2960844,0,0,0,0,1
18,9,0,0,40,0,none,0.8147635714861234,1784288234.776835,1784288235.8168588,1784288235.2968469,1.2,0.194388,0.333469,-0.002347,0.003482,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2863877,2894534,0,0,0,0,1
19,9,1,0,40,0,none,0.8147635714861234,1784288235.817083,1784288236.856843,1784288236.336963,1.2,0.194113,0.333108,-0.002356,0.003477,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2839657,2956102,0,0,0,0,1
20,10,0,0,40,0,none,0.8147635714861234,1784288239.302866,1784288240.347237,1784288239.8250515,1.2,0.194062,0.332904,-0.002327,0.003497,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2791893,2850920,0,0,0,0,1
21,10,1,0,40,0,none,0.8147635714861234,1784288240.3477461,1784288241.3929868,1784288240.8703666,1.2,0.194009,0.332735,-0.002342,0.003468,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2821872,2906898,0,0,0,0,1
22,11,0,0,40,0,none,0.8147635714861234,1784288243.845271,1784288244.88164,1784288244.3634555,1.2,0.193682,0.332465,-0.002377,0.003483,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2836438,2867011,0,0,0,0,1
23,11,1,0,40,0,none,0.8147635714861234,1784288244.881962,1784288245.920407,1784288245.4011846,1.2,0.19351,0.332083,-0.002378,0.003484,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2860236,2890130,0,0,0,0,1
24,12,0,0,40,1,gen,0.8147635714861234,1784288256.130207,1784288257.16659,1784288256.6483984,1.2,0.193113,0.331422,-0.002354,0.003508,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2883609,2908169,0,0,0,0,1
25,12,1,0,40,1,gen,0.8147635714861234,1784288257.167219,1784288258.201731,1784288257.684475,1.2,0.19304,0.33138,-0.002375,0.003501,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2845415,2930780,0,0,0,0,1
26,13,0,0,40,1,gen,0.8147635714861234,1784288262.865698,1784288263.903245,1784288263.3844714,1.2,0.192717,0.330903,-0.002362,0.003516,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2852783,2865825,0,0,0,0,1
27,13,1,0,40,1,gen,0.8147635714861234,1784288263.904188,1784288264.942716,1784288264.423452,1.2,0.192389,0.330184,-0.00237,0.003532,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2883609,2918670,0,0,0,0,1
28,14,0,0,40,1,gen,0.8147635714861234,1784288269.593154,1784288270.634732,1784288270.113943,1.2,0.19243,0.330286,-0.002389,0.003519,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2832204,2885473,0,0,0,0,1
29,14,1,0,40,1,gen,0.8147635714861234,1784288270.635274,1784288271.677952,1784288271.1566129,1.2,0.192341,0.330195,-0.002392,0.003498,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2861929,2898006,0,0,0,0,1
30,15,0,0,40,1,gen,0.8147635714861234,1784288276.334186,1784288277.3785138,1784288276.85635,1.2,0.19222,0.330054,-0.002394,0.003566,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2797736,2826022,0,0,0,0,1
31,15,1,0,40,1,gen,0.8147635714861234,1784288277.379039,1784288278.4263418,1784288277.9026904,1.2,0.192182,0.329949,-0.002368,0.00353,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2761829,2804003,0,0,0,0,1
32,16,0,0,40,1,gen,0.8147635714861234,1784288283.067523,1784288284.1095538,1784288283.5885384,1.2,0.191674,0.3291,-0.002356,0.003496,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2878274,2901733,0,0,0,0,1
33,16,1,0,40,1,gen,0.8147635714861234,1784288284.110225,1784288285.151705,1784288284.630965,1.2,0.191787,0.329319,-0.002367,0.003542,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2789098,2830849,0,0,0,0,1
34,17,0,0,40,1,gen,0.8147635714861234,1784288289.8136792,1784288290.847133,1784288290.3304062,1.2,0.191665,0.329205,-0.002381,0.003519,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2828393,2872346,0,0,0,0,1
35,17,1,0,40,1,gen,0.8147635714861234,1784288290.84734,1784288291.892426,1784288291.369883,1.2,0.191502,0.328966,-0.002341,0.003547,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2904442,2932051,0,0,0,0,1
36,18,0,0,40,1,gen,0.8147635714861234,1784288296.550326,1784288297.594162,1784288297.0722442,1.2,0.191365,0.32869,-0.002445,0.003526,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2822719,2845331,0,0,0,0,1
37,18,1,0,40,1,gen,0.8147635714861234,1784288297.5947268,1784288298.6351628,1784288298.114945,1.2,0.19126,0.32852,-0.002377,0.003517,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2789606,2861506,0,0,0,0,1
38,19,0,0,40,1,gen,0.8147635714861234,1784288303.307483,1784288304.354719,1784288303.831101,1.2,0.190827,0.327868,-0.00236,0.003522,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2814335,2887251,0,0,0,0,1
39,19,1,0,40,1,gen,0.8147635714861234,1784288304.355215,1784288305.395392,1784288304.8753035,1.2,0.190768,0.327572,-0.002383,0.003509,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2818908,2890893,0,0,0,0,1
40,20,0,0,40,1,gen,0.8147635714861234,1784288310.033893,1784288311.075043,1784288310.5544682,1.2,0.190846,0.32795,-0.002404,0.00351,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2829240,2820941,0,0,0,0,1
41,20,1,0,40,1,gen,0.8147635714861234,1784288311.075747,1784288312.113976,1784288311.5948615,1.2,0.190808,0.327887,-0.002378,0.003537,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2814674,2876326,0,0,0,0,1
42,21,0,0,40,1,gen,0.8147635714861234,1784288316.770584,1784288317.801615,1784288317.2860994,1.2,0.190535,0.327394,-0.002406,0.003588,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2790114,2878613,0,0,0,0,1
43,21,1,0,40,1,gen,0.8147635714861234,1784288317.801822,1784288318.835166,1784288318.3184938,1.2,0.190436,0.327165,-0.002423,0.003577,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2818908,2899700,0,0,0,0,1
44,22,0,0,40,1,gen,0.8147635714861234,1784288323.490657,1784288324.535428,1784288324.0130424,1.2,0.190392,0.327284,-0.002381,0.003565,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2830087,2857610,0,0,0,0,1
45,22,1,0,40,1,gen,0.8147635714861234,1784288324.53598,1784288325.558861,1784288325.0474205,1.2,0.190305,0.327099,-0.00241,0.003583,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2784440,2862438,0,0,0,0,1
46,23,0,0,40,1,gen,0.8147635714861234,1784288330.208224,1784288331.25323,1784288330.7307272,1.2,0.190031,0.326598,-0.002384,0.003543,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2768350,2899107,0,0,0,0,1
47,23,1,0,40,1,gen,0.8147635714861234,1784288331.2539241,1784288332.293002,1784288331.773463,1.2,0.190134,0.326755,-0.002402,0.003572,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2783001,2821957,0,0,0,0,1
48,24,0,0,40,2,acq,0.8147635714861234,1784288343.678571,1784288344.722841,1784288344.200706,1.2,0.189679,0.326062,-0.002405,0.003582,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2828393,2855154,0,0,0,0,1
49,24,1,0,40,2,acq,0.8147635714861234,1784288344.7234612,1784288345.7701602,1784288345.2468107,1.2,0.189465,0.325765,-0.002419,0.00355,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2794687,2872854,0,0,0,0,1
50,25,0,0,40,2,acq,0.8147635714861234,1784288351.56204,1784288352.605168,1784288352.083604,1.2,0.1893,0.325421,-0.002438,0.003554,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2847532,2921973,0,0,0,0,1
51,25,1,0,40,2,acq,0.8147635714861234,1784288352.60655,1784288353.6458712,1784288353.1262107,1.2,0.189476,0.325598,-0.002415,0.003558,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2775040,2813403,0,0,0,0,1
52,26,0,0,40,2,acq,0.8147635714861234,1784288359.43778,1784288360.473789,1784288359.9557843,1.2,0.189216,0.325236,-0.002425,0.003588,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2758949,2814589,0,0,0,0,1
53,26,1,0,40,2,acq,0.8147635714861234,1784288360.47437,1784288361.5191019,1784288360.996736,1.2,0.189091,0.325021,-0.00245,0.003559,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2777835,2864978,0,0,0,0,1
54,27,0,0,40,2,acq,0.8147635714861234,1784288367.314859,1784288368.353923,1784288367.834391,1.2,0.188976,0.324922,-0.002432,0.003558,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2911472,2937217,0,0,0,0,1
55,27,1,0,40,2,acq,0.8147635714861234,1784288368.3552241,1784288369.398677,1784288368.8769507,1.2,0.188869,0.324763,-0.002372,0.003601,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2770890,2855239,0,0,0,0,1
56,28,0,0,40,2,acq,0.8147635714861234,1784288375.179248,1784288376.219075,1784288375.6991615,1.2,0.188829,0.32468,-0.002427,0.003558,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2774701,2815267,0,0,0,0,1
57,28,1,0,40,2,acq,0.8147635714861234,1784288376.220129,1784288377.2685282,1784288376.7443285,1.2,0.188843,0.324663,-0.002419,0.003577,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2789437,2802225,0,0,0,0,1
58,29,0,0,40,2,acq,0.8147635714861234,1784288383.065429,1784288384.1111739,1784288383.5883014,1.2,0.188506,0.323944,-0.002406,0.00357,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2787743,2807137,0,0,0,0,1
59,29,1,0,40,2,acq,0.8147635714861234,1784288384.112351,1784288385.148331,1784288384.630341,1.2,0.188545,0.324383,-0.002462,0.003606,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2820517,2849396,0,0,0,0,1
60,30,0,0,40,2,acq,0.8147635714861234,1784288390.930336,1784288391.9701009,1784288391.4502184,1.2,0.188391,0.324069,-0.002449,0.003611,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2743028,2860066,0,0,0,0,1
61,30,1,0,40,2,acq,0.8147635714861234,1784288391.972428,1784288393.009474,1784288392.490951,1.2,0.188461,0.324132,-0.002449,0.003577,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2757086,2894365,0,0,0,0,1
62,31,0,0,40,2,acq,0.8147635714861234,1784288398.8204968,1784288399.863167,1784288399.341832,1.2,0.1882,0.323641,-0.0024,0.003595,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2877512,2969737,0,0,0,0,1
63,31,1,0,40,2,acq,0.8147635714861234,1784288399.863393,1784288400.9096901,1784288400.3865416,1.2,0.188331,0.32387,-0.00241,0.003605,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2763946,2792147,0,0,0,0,1
64,32,0,0,40,2,acq,0.8147635714861234,1784288406.706631,1784288407.748199,1784288407.227415,1.2,0.187958,0.323189,-0.002413,0.003599,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2729563,2792401,0,0,0,0,1
65,32,1,0,40,2,acq,0.8147635714861234,1784288407.7493498,1784288408.791606,1784288408.2704778,1.2,0.187923,0.323234,-0.002396,0.003597,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2775633,2865656,0,0,0,0,1
66,33,0,0,40,2,acq,0.8147635714861234,1784288414.597655,1784288415.638582,1784288415.1181185,1.2,0.187865,0.323091,-0.002425,0.003623,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2752344,2850581,0,0,0,0,1
67,33,1,0,40,2,acq,0.8147635714861234,1784288415.6391208,1784288416.682828,1784288416.1609745,1.2,0.187715,0.32293,-0.002423,0.003583,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2718638,2799430,0,0,0,0,1
68,34,0,0,40,2,acq,0.8147635714861234,1784288422.481185,1784288423.53037,1784288423.0057774,1.2,0.1876,0.322587,-0.002431,0.003585,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2742266,2813149,0,0,0,0,1
69,34,1,0,40,2,acq,0.8147635714861234,1784288423.531067,1784288424.570827,1784288424.050947,1.2,0.187593,0.322598,-0.002391,0.003576,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2839826,2886828,0,0,0,0,1
70,35,0,0,40,2,acq,0.8147635714861234,1784288430.373633,1784288431.415135,1784288430.894384,1.2,0.187518,0.322585,-0.002413,0.003662,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2761405,2790030,0,0,0,0,1
71,35,1,0,40,2,acq,0.8147635714861234,1784288431.4158201,1784288432.4579809,1784288431.9369006,1.2,0.18744,0.322508,-0.002442,0.003606,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2720755,2760728,0,0,0,0,1
72,36,0,0,40,3,both,0.8147635714861234,1784288445.975136,1784288447.024794,1784288446.4999652,1.2,0.186909,0.321579,-0.002381,0.003639,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2771907,2852529,0,0,0,0,1
73,36,1,0,40,3,both,0.8147635714861234,1784288447.026983,1784288448.069412,1784288447.5481975,1.2,0.187041,0.321693,-0.002477,0.003629,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2778851,2853376,0,0,0,0,1
74,37,0,0,40,3,both,0.8147635714861234,1784288456.069946,1784288457.1116889,1784288456.5908175,1.2,0.186882,0.321662,-0.002423,0.003638,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2854138,2836777,0,0,0,0,1
75,37,1,0,40,3,both,0.8147635714861234,1784288457.111897,1784288458.1430972,1784288457.6274972,1.2,0.186811,0.32144,-0.002442,0.00364,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2726091,2829833,0,0,0,0,1
76,38,0,0,40,3,both,0.8147635714861234,1784288466.137472,1784288467.177526,1784288466.6574988,1.2,0.186718,0.321292,-0.002431,0.00366,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2786896,2796889,0,0,0,0,1
77,38,1,0,40,3,both,0.8147635714861234,1784288467.1780438,1784288468.216633,1784288467.6973386,1.2,0.186618,0.32108,-0.002443,0.003649,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2736677,2868366,0,0,0,0,1
78,39,0,0,40,3,both,0.8147635714861234,1784288476.208964,1784288477.24419,1784288476.726577,1.2,0.186321,0.320616,-0.002467,0.003612,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2833982,2891824,0,0,0,0,1
79,39,1,0,40,3,both,0.8147635714861234,1784288477.2449431,1784288478.284699,1784288477.764821,1.2,0.186389,0.320726,-0.002418,0.003662,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2766402,2819755,0,0,0,0,1
80,40,0,0,40,3,both,0.8147635714861234,1784288486.2780612,1784288487.3127522,1784288486.7954068,1.2,0.186071,0.320169,-0.002464,0.00361,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2819247,2794264,0,0,0,0,1
81,40,1,0,40,3,both,0.8147635714861234,1784288487.313468,1784288488.354614,1784288487.834041,1.2,0.186192,0.320325,-0.002398,0.003631,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2831527,2865317,0,0,0,0,1
82,41,0,0,40,3,both,0.8147635714861234,1784288496.3379998,1784288497.3780391,1784288496.8580194,1.2,0.185933,0.31999,-0.002467,0.003678,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2753868,2807983,0,0,0,0,1
83,41,1,0,40,3,both,0.8147635714861234,1784288497.378572,1784288498.418725,1784288497.8986485,1.2,0.185927,0.319899,-0.00245,0.003626,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2739895,2839318,0,0,0,0,1
84,42,0,0,40,3,both,0.8147635714861234,1784288506.426194,1784288507.47425,1784288506.950222,1.2,0.185636,0.319533,-0.002491,0.003634,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2799769,2839403,0,0,0,0,1
85,42,1,0,40,3,both,0.8147635714861234,1784288507.480884,1784288508.502235,1784288507.9915595,1.2,0.185831,0.319823,-0.002444,0.003676,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2726429,2786473,0,0,0,0,1
86,43,0,0,40,3,both,0.8147635714861234,1784288516.484024,1784288517.5262778,1784288517.0051508,1.2,0.185579,0.319501,-0.002432,0.003691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2746416,2852360,0,0,0,0,1
87,43,1,0,40,3,both,0.8147635714861234,1784288517.526773,1784288518.5607529,1784288518.043763,1.2,0.185576,0.319442,-0.002469,0.003657,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2807475,2850412,0,0,0,0,1
88,44,0,0,40,3,both,0.8147635714861234,1784288526.556441,1784288527.601558,1784288527.0789995,1.2,0.185202,0.318872,-0.002443,0.003697,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2765301,2832204,0,0,0,0,1
89,44,1,0,40,3,both,0.8147635714861234,1784288527.602069,1784288528.64518,1784288528.1236243,1.2,0.18524,0.318785,-0.002445,0.00365,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2701870,2823735,0,0,0,0,1
90,45,0,0,40,3,both,0.8147635714861234,1784288536.6591702,1784288537.705575,1784288537.1823726,1.2,0.18522,0.318843,-0.002449,0.003668,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2762167,2789860,0,0,0,0,1
91,45,1,0,40,3,both,0.8147635714861234,1784288537.706211,1784288538.741822,1784288538.2240167,1.2,0.185144,0.318638,-0.002402,0.00364,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2701023,2777327,0,0,0,0,1
92,46,0,0,40,3,both,0.8147635714861234,1784288546.754549,1784288547.797138,1784288547.2758436,1.2,0.185078,0.318601,-0.002454,0.003662,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2722026,2777073,0,0,0,0,1
93,46,1,0,40,3,both,0.8147635714861234,1784288547.79735,1784288548.836972,1784288548.317161,1.2,0.185005,0.318487,-0.002487,0.003666,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2756239,2832797,0,0,0,0,1
94,47,0,0,40,3,both,0.8147635714861234,1784288556.73826,1784288557.764687,1784288557.2514734,1.2,0.184672,0.318006,-0.002442,0.003677,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2729732,2781476,0,0,0,0,1
95,47,1,0,40,3,both,0.8147635714861234,1784288557.765603,1784288558.7869592,1784288558.276281,1.2,0.184732,0.318056,-0.002463,0.003695,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2689082,2758018,0,0,0,0,1
96,48,0,1,0,4,gen,-4.407375476557824,1784288629.4317389,1784288630.450658,1784288629.9411983,0.114675,-0.184534,-0.313958,0.004801,-0.007673,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2756917,2590675,0,0,0,0,1
97,48,1,1,0,4,gen,-4.407375476557824,1784288630.450874,1784288631.4760268,1784288630.9634504,0.115807,-0.185233,-0.31521,0.004783,-0.007596,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2734390,2599991,0,0,0,0,1
98,49,0,1,0,4,gen,-4.407375476557824,1784288636.069068,1784288637.100499,1784288636.5847836,0.120545,-0.188447,-0.321133,0.00475,-0.007608,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2785795,2657663,0,0,0,0,1
99,49,1,1,0,4,gen,-4.407375476557824,1784288637.101349,1784288638.1222012,1784288637.6117752,0.121345,-0.189212,-0.322323,0.004784,-0.007623,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2818654,2671891,0,0,0,0,1
100,50,0,1,0,4,gen,-4.407375476557824,1784288642.6916869,1784288643.7224991,1784288643.207093,0.124796,-0.191395,-0.326315,0.004774,-0.007608,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2821449,2711948,0,0,0,0,1
101,50,1,1,0,4,gen,-4.407375476557824,1784288643.722687,1784288644.733964,1784288644.2283254,0.12551,-0.192118,-0.327441,0.004765,-0.007642,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2866587,2706358,0,0,0,0,1
102,51,0,1,0,4,gen,-4.407375476557824,1784288649.318934,1784288650.350244,1784288649.834589,0.128444,-0.193891,-0.330592,0.004767,-0.007623,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2872261,2761659,0,0,0,0,1
103,51,1,1,0,4,gen,-4.407375476557824,1784288650.3510149,1784288651.369371,1784288650.8601928,0.129069,-0.194361,-0.331423,0.004784,-0.007625,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2889961,2756409,0,0,0,0,1
104,52,0,1,0,4,gen,-4.407375476557824,1784288655.933843,1784288656.95297,1784288656.4434066,0.131878,-0.196308,-0.334604,0.004758,-0.007615,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2909862,2773092,0,0,0,0,1
105,52,1,1,0,4,gen,-4.407375476557824,1784288656.9539,1784288657.98324,1784288657.46857,0.132443,-0.196662,-0.335306,0.004807,-0.007648,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2900716,2775548,0,0,0,0,1
106,53,0,1,0,4,gen,-4.407375476557824,1784288662.566387,1784288663.592385,1784288663.079386,0.135035,-0.198429,-0.338276,0.004785,-0.007609,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2902495,2799176,0,0,0,0,1
107,53,1,1,0,4,gen,-4.407375476557824,1784288663.5925949,1784288664.618196,1784288664.1053953,0.135578,-0.198785,-0.338984,0.004812,-0.007633,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2990062,2802733,0,0,0,0,1
108,54,0,1,0,4,gen,-4.407375476557824,1784288669.191799,1784288670.2189188,1784288669.705359,0.138053,-0.200353,-0.341819,0.004786,-0.007653,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2990231,2816452,0,0,0,0,1
109,54,1,1,0,4,gen,-4.407375476557824,1784288670.220454,1784288671.245692,1784288670.733073,0.138555,-0.200718,-0.342296,0.004783,-0.007629,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2946786,2829579,0,0,0,0,1
