transition_discard_index,source_repeat_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
109,109,2,60,9,both,3.4258330955080973,1784289196.633409,1784289197.518751,1784289197.0760798,1.2,-0.293526,-0.501855,-0.000278,0.002662,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4129193,4283578,0,0,0,0,1
110,110,2,60,9,both,3.4258330955080973,1784289206.676799,1784289207.5518742,1784289207.1143365,1.2,-0.294774,-0.503878,-0.000219,0.002605,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4221418,4227600,0,0,0,0,1
111,111,2,60,9,both,3.4258330955080973,1784289216.722829,1784289217.598458,1784289217.1606436,1.2,-0.295968,-0.506045,-0.000185,0.00267,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4203887,4353615,0,0,0,0,1
112,112,2,60,9,both,3.4258330955080973,1784289226.700395,1784289227.58603,1784289227.1432126,1.2,-0.297202,-0.508136,-0.00028,0.002576,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4270537,4294673,0,0,0,0,1
113,113,2,60,9,both,3.4258330955080973,1784289236.744147,1784289237.6383731,1784289237.19126,1.2,-0.298634,-0.51047,-0.000273,0.002579,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4328717,4355648,0,0,0,0,1
114,114,2,60,9,both,3.4258330955080973,1784289246.757905,1784289247.630996,1784289247.1944504,1.2,-0.299216,-0.511827,-0.000207,0.0025,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4261814,4297891,0,0,0,0,1
115,115,2,60,9,both,3.4258330955080973,1784289256.8043368,1784289257.6811872,1784289257.242762,1.2,-0.300958,-0.514715,-0.00018,0.002483,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4268250,4322196,0,0,0,0,1
116,116,2,60,9,both,3.4258330955080973,1784289266.846976,1784289267.727777,1784289267.2873764,1.2,-0.301837,-0.516248,-3.7e-05,0.002429,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4339049,4458628,0,0,0,0,1
117,117,2,60,9,both,3.4258330955080973,1784289276.904832,1784289277.794044,1784289277.349438,1.2,-0.302871,-0.517985,-0.000119,0.002367,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4477428,4400363,0,0,0,0,1
118,118,2,60,9,both,3.4258330955080973,1784289286.949077,1784289287.828761,1784289287.3889189,1.2,-0.303617,-0.519258,-0.000137,0.002373,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4308985,4403750,0,0,0,0,1
119,119,2,60,9,both,3.4258330955080973,1784289296.984612,1784289297.8544252,1784289297.4195185,1.2,-0.304687,-0.520942,-0.000131,0.002454,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4347856,4411711,0,0,0,0,1
120,120,2,60,10,none,3.4258330955080973,1784289307.0130718,1784289307.897442,1784289307.455257,1.2,-0.305441,-0.522449,4.3e-05,0.00235,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4388845,4442368,0,0,0,0,1
121,121,2,60,10,none,3.4258330955080973,1784289311.53807,1784289312.425457,1784289311.9817634,1.2,-0.305805,-0.523003,0.0,0.002313,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4305343,4431358,0,0,0,0,1
122,122,2,60,10,none,3.4258330955080973,1784289316.0817752,1784289316.9600818,1784289316.5209284,1.2,-0.306385,-0.523904,-6.1e-05,0.002301,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4364794,4469637,0,0,0,0,1
123,123,2,60,10,none,3.4258330955080973,1784289320.63644,1784289321.4976482,1784289321.0670443,1.2,-0.306443,-0.524161,-1e-05,0.002291,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4407646,4453123,0,0,0,0,1
124,124,2,60,10,none,3.4258330955080973,1784289325.151834,1784289326.0381188,1784289325.5949764,1.2,-0.306876,-0.524935,7.3e-05,0.002291,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4399685,4455071,0,0,0,0,1
125,125,2,60,10,none,3.4258330955080973,1784289329.6889338,1784289330.5692532,1784289330.1290936,1.2,-0.307319,-0.525592,4.1e-05,0.002233,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4385881,4411795,0,0,0,0,1
126,126,2,60,10,none,3.4258330955080973,1784289334.234889,1784289335.117122,1784289334.6760054,1.2,-0.307517,-0.526283,5e-05,0.002273,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4361406,4516300,0,0,0,0,1
127,127,2,60,10,none,3.4258330955080973,1784289338.736219,1784289339.609133,1784289339.172676,1.2,-0.307523,-0.526244,-2.4e-05,0.002255,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4479207,4645194,0,0,0,0,1
128,128,2,60,10,none,3.4258330955080973,1784289343.242131,1784289344.111509,1784289343.67682,1.2,-0.308464,-0.527414,2.1e-05,0.002301,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4365979,4476412,0,0,0,0,1
129,129,2,60,10,none,3.4258330955080973,1784289347.744166,1784289348.618311,1784289348.1812384,1.2,-0.308711,-0.528011,1.8e-05,0.002242,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4338032,4505714,0,0,0,0,1
130,130,2,60,10,none,3.4258330955080973,1784289352.245257,1784289353.1247098,1784289352.6849833,1.2,-0.309288,-0.528874,7.4e-05,0.002217,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4426870,4468113,0,0,0,0,1
131,131,2,60,10,none,3.4258330955080973,1784289356.7779782,1784289357.658886,1784289357.218432,1.2,-0.309424,-0.52918,-5.5e-05,0.002247,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4394942,4470314,0,0,0,0,1
132,132,2,60,11,gen,3.4258330955080973,1784289368.992241,1784289369.8647208,1784289369.4284809,1.2,-0.309764,-0.529984,0.00011,0.002079,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4445924,4515707,0,0,0,0,1
133,133,2,60,11,gen,3.4258330955080973,1784289375.664639,1784289376.548823,1784289376.106731,1.2,-0.310603,-0.531458,1.2e-05,0.002114,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4474379,4471923,0,0,0,0,1
134,134,2,60,11,gen,3.4258330955080973,1784289382.373161,1784289383.241201,1784289382.807181,1.2,-0.311149,-0.532181,9e-05,0.002172,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4426954,4520619,0,0,0,0,1
135,135,2,60,11,gen,3.4258330955080973,1784289389.017419,1784289389.901487,1784289389.459453,1.2,-0.311454,-0.532668,7.4e-05,0.002223,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4445162,4555002,0,0,0,0,1
136,136,2,60,11,gen,3.4258330955080973,1784289395.71755,1784289396.59355,1784289396.15555,1.2,-0.311891,-0.533409,7.3e-05,0.002098,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4415945,4579900,0,0,0,0,1
137,137,2,60,11,gen,3.4258330955080973,1784289402.425416,1784289403.303741,1784289402.8645785,1.2,-0.312313,-0.534183,0.000165,0.002196,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4404936,4593027,0,0,0,0,1
138,138,2,60,11,gen,3.4258330955080973,1784289409.139621,1784289410.024396,1784289409.5820084,1.2,-0.31251,-0.534345,0.000151,0.002109,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4453292,4567112,0,0,0,0,1
139,139,2,60,11,gen,3.4258330955080973,1784289415.847328,1784289416.719211,1784289416.2832694,1.2,-0.313422,-0.536015,0.000106,0.002112,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4465148,4518078,0,0,0,0,1
140,140,2,60,11,gen,3.4258330955080973,1784289422.539427,1784289423.428823,1784289422.9841251,1.2,-0.313395,-0.536236,0.000133,0.002046,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4474041,4555679,0,0,0,0,1
141,141,2,60,11,gen,3.4258330955080973,1784289429.246659,1784289430.127878,1784289429.6872685,1.2,-0.314163,-0.537425,0.000162,0.002129,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4462184,4489708,0,0,0,0,1
142,142,2,60,11,gen,3.4258330955080973,1784289435.938476,1784289436.819065,1784289436.3787706,1.2,-0.314002,-0.537174,0.000143,0.002039,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4546787,4575158,0,0,0,0,1
143,143,2,60,11,gen,3.4258330955080973,1784289442.642993,1784289443.526526,1784289443.0847595,1.2,-0.31485,-0.538386,0.000168,0.002027,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4502072,4575750,0,0,0,0,1
144,144,3,20,12,both,-1.7963059525358505,1784289519.681396,1784289520.568352,1784289520.124874,0.436941,0.321402,0.547201,0.00124,-0.003482,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4588030,4497923,0,0,0,0,1
145,145,3,20,12,both,-1.7963059525358505,1784289529.710527,1784289530.6000829,1784289530.155305,0.428779,0.319344,0.544056,0.001358,-0.003527,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4517824,4463793,0,0,0,0,1
146,146,3,20,12,both,-1.7963059525358505,1784289539.7342021,1784289540.624361,1784289540.1792817,0.421355,0.317362,0.540725,0.001456,-0.00366,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4491825,4413997,0,0,0,0,1
147,147,3,20,12,both,-1.7963059525358505,1784289549.7747269,1784289550.648406,1784289550.2115664,0.415475,0.315946,0.538236,0.001518,-0.00375,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4485897,4418147,0,0,0,0,1
148,148,3,20,12,both,-1.7963059525358505,1784289559.746759,1784289560.632249,1784289560.1895041,0.410506,0.314895,0.536767,0.001499,-0.003706,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4464132,4372500,0,0,0,0,1
149,149,3,20,12,both,-1.7963059525358505,1784289569.754944,1784289570.630431,1784289570.1926875,0.405594,0.313475,0.534593,0.001479,-0.003744,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4457103,4345485,0,0,0,0,1
150,150,3,20,12,both,-1.7963059525358505,1784289579.7562351,1784289580.633228,1784289580.1947317,0.401298,0.312244,0.532526,0.001512,-0.003797,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4432459,4340488,0,0,0,0,1
151,151,3,20,12,both,-1.7963059525358505,1784289589.803078,1784289590.684161,1784289590.2436194,0.397266,0.311157,0.530519,0.001629,-0.003744,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4407137,4346332,0,0,0,0,1
152,152,3,20,12,both,-1.7963059525358505,1784289599.82591,1784289600.6986082,1784289600.262259,0.393211,0.309767,0.528307,0.001648,-0.003938,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4402226,4308731,0,0,0,0,1
153,153,3,20,12,both,-1.7963059525358505,1784289609.857761,1784289610.74975,1784289610.3037553,0.390234,0.309109,0.527392,0.001675,-0.003787,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4401972,4299500,0,0,0,0,1
154,154,3,20,12,both,-1.7963059525358505,1784289619.8786108,1784289620.7583559,1784289620.3184834,0.387036,0.308174,0.525643,0.001614,-0.003863,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4368859,4287051,0,0,0,0,1
155,155,3,20,12,both,-1.7963059525358505,1784289629.914083,1784289630.793335,1784289630.353709,0.384112,0.307303,0.524324,0.001689,-0.003905,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4379021,4285272,0,0,0,0,1
156,156,3,20,13,none,-1.7963059525358505,1784289639.9204962,1784289640.7998312,1784289640.3601637,0.381135,0.306264,0.522684,0.001674,-0.00388,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4394180,4274178,0,0,0,0,1
157,157,3,20,13,none,-1.7963059525358505,1784289644.414665,1784289645.2972832,1784289644.8559742,0.380147,0.306186,0.522469,0.001651,-0.003939,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4345062,4244792,0,0,0,0,1
158,158,3,20,13,none,-1.7963059525358505,1784289648.9267871,1784289649.7950861,1784289649.3609366,0.378942,0.305875,0.521984,0.00171,-0.004009,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4360898,4278328,0,0,0,0,1
159,159,3,20,13,none,-1.7963059525358505,1784289653.445299,1784289654.327159,1784289653.886229,0.37777,0.305439,0.521231,0.001678,-0.003876,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4354716,4261729,0,0,0,0,1
160,160,3,20,13,none,-1.7963059525358505,1784289657.956352,1784289658.82835,1784289658.3923512,0.376554,0.305203,0.520754,0.001735,-0.003976,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4370214,4232258,0,0,0,0,1
161,161,3,20,13,none,-1.7963059525358505,1784289662.469043,1784289663.347651,1784289662.9083471,0.375407,0.304696,0.519906,0.001608,-0.004016,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4385796,4238609,0,0,0,0,1
162,162,3,20,13,none,-1.7963059525358505,1784289666.979985,1784289667.8582149,1784289667.4190998,0.374358,0.304603,0.519675,0.001657,-0.00406,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4363947,4226923,0,0,0,0,1
163,163,3,20,13,none,-1.7963059525358505,1784289671.512135,1784289672.387674,1784289671.9499044,0.373691,0.304428,0.519428,0.001658,-0.00404,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4340742,4246570,0,0,0,0,1
164,164,3,20,13,none,-1.7963059525358505,1784289676.0451121,1784289676.929423,1784289676.4872675,0.372489,0.30415,0.518987,0.001725,-0.004016,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4345908,4226753,0,0,0,0,1
165,165,3,20,13,none,-1.7963059525358505,1784289680.5868318,1784289681.452438,1784289681.019635,0.371227,0.303558,0.517968,0.00167,-0.004038,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4335492,4219216,0,0,0,0,1
166,166,3,20,13,none,-1.7963059525358505,1784289685.079513,1784289685.955414,1784289685.5174637,0.370669,0.303633,0.517864,0.001775,-0.004137,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4310001,4225652,0,0,0,0,1
167,167,3,20,13,none,-1.7963059525358505,1784289689.594326,1784289690.4692101,1784289690.031768,0.369429,0.30306,0.517295,0.001655,-0.004042,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4309832,4224467,0,0,0,0,1
168,168,3,20,14,gen,-1.7963059525358505,1784289701.77064,1784289702.657255,1784289702.2139473,0.367025,0.302377,0.516268,0.001752,-0.003967,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4320587,4202109,0,0,0,0,1
169,169,3,20,14,gen,-1.7963059525358505,1784289708.529519,1784289709.410843,1784289708.970181,0.365451,0.301772,0.51513,0.001668,-0.004064,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4317369,4195842,0,0,0,0,1
170,170,3,20,14,gen,-1.7963059525358505,1784289715.223531,1784289716.108618,1784289715.6660745,0.364191,0.301474,0.514463,0.001712,-0.004077,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4320333,4220994,0,0,0,0,1
171,171,3,20,14,gen,-1.7963059525358505,1784289721.9310238,1784289722.8150988,1784289722.3730612,0.363092,0.301361,0.514288,0.001736,-0.004067,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4324821,4184833,0,0,0,0,1
172,172,3,20,14,gen,-1.7963059525358505,1784289728.6325371,1784289729.520631,1784289729.076584,0.361902,0.300792,0.513539,0.001798,-0.004103,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4287982,4215066,0,0,0,0,1
173,173,3,20,14,gen,-1.7963059525358505,1784289736.5027268,1784289737.3823612,1784289736.942544,0.360276,0.300221,0.51252,0.001808,-0.00413,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4288744,4233274,0,0,0,0,1
174,174,3,20,14,gen,-1.7963059525358505,1784289743.2338738,1784289744.10521,1784289743.6695418,0.359197,0.300035,0.512216,0.001767,-0.004096,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4274517,4168658,0,0,0,0,1
175,175,3,20,14,gen,-1.7963059525358505,1784289749.9397628,1784289750.8225112,1784289750.381137,0.358192,0.299728,0.511713,0.001809,-0.004111,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4284002,4174332,0,0,0,0,1
176,176,3,20,14,gen,-1.7963059525358505,1784289756.643142,1784289757.520594,1784289757.081868,0.356891,0.29913,0.510711,0.001806,-0.004106,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4254192,4175856,0,0,0,0,1
177,177,3,20,14,gen,-1.7963059525358505,1784289763.387616,1784289764.270486,1784289763.829051,0.355722,0.298753,0.510068,0.001781,-0.004066,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4267572,4167557,0,0,0,0,1
178,178,3,20,14,gen,-1.7963059525358505,1784289770.116971,1784289770.994546,1784289770.5557585,0.354284,0.298169,0.509046,0.001706,-0.004167,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4228701,4167472,0,0,0,0,1
179,179,3,20,14,gen,-1.7963059525358505,1784289776.838336,1784289777.715165,1784289777.2767506,0.353747,0.298256,0.50922,0.001818,-0.00405,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4263169,4162306,0,0,0,0,1
180,180,3,20,15,acq,-1.7963059525358505,1784289790.172239,1784289791.03778,1784289790.6050096,0.351812,0.2977,0.508254,0.00185,-0.004152,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4261052,4158834,0,0,0,0,1
181,181,3,20,15,acq,-1.7963059525358505,1784289797.972498,1784289798.84406,1784289798.408279,0.350867,0.297578,0.508039,0.001796,-0.004122,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4234798,4136900,0,0,0,0,1
182,182,3,20,15,acq,-1.7963059525358505,1784289805.7975109,1784289806.670372,1784289806.2339416,0.349488,0.296969,0.507017,0.001786,-0.00416,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4246739,4168234,0,0,0,0,1
183,183,3,20,15,acq,-1.7963059525358505,1784289813.6162062,1784289814.489423,1784289814.0528145,0.348132,0.296466,0.506096,0.001731,-0.004262,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4238355,4145199,0,0,0,0,1
184,184,3,20,15,acq,-1.7963059525358505,1784289821.4684181,1784289822.343065,1784289821.9057417,0.347337,0.296213,0.50591,0.001795,-0.004119,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4220486,4146723,0,0,0,0,1
185,185,3,20,15,acq,-1.7963059525358505,1784289829.321258,1784289830.2011142,1784289829.7611861,0.346103,0.295663,0.504862,0.001849,-0.004225,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4231750,4164169,0,0,0,0,1
186,186,3,20,15,acq,-1.7963059525358505,1784289837.169007,1784289838.0465658,1784289837.6077864,0.345374,0.295701,0.505078,0.001817,-0.004112,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4236407,4125043,0,0,0,0,1
187,187,3,20,15,acq,-1.7963059525358505,1784289845.049341,1784289845.928734,1784289845.4890375,0.344429,0.295379,0.504422,0.001813,-0.004121,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4201432,4092354,0,0,0,0,1
188,188,3,20,15,acq,-1.7963059525358505,1784289852.926997,1784289853.799995,1784289853.3634958,0.343536,0.295151,0.503945,0.001895,-0.004215,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4225398,4104549,0,0,0,0,1
189,189,3,20,15,acq,-1.7963059525358505,1784289860.755133,1784289861.6354911,1784289861.195312,0.34244,0.294619,0.503126,0.00191,-0.004228,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4214812,4113526,0,0,0,0,1
190,190,3,20,15,acq,-1.7963059525358505,1784289868.603341,1784289869.475067,1784289869.0392041,0.341214,0.294056,0.502198,0.001884,-0.004191,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4206343,4099468,0,0,0,0,1
191,191,3,20,15,acq,-1.7963059525358505,1784289876.443302,1784289877.324414,1784289876.883858,0.340835,0.294098,0.50244,0.001893,-0.004189,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4200331,4126229,0,0,0,0,1
192,192,4,80,16,none,6.036902619530071,1784289973.948749,1784289974.833042,1784289974.3908954,0.16105,-0.216172,-0.366985,0.004581,-0.007278,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3106253,3055948,0,0,0,0,1
193,193,4,80,16,none,6.036902619530071,1784289978.488257,1784289979.369642,1784289978.9289494,0.156287,-0.213422,-0.362419,0.004657,-0.007202,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3095159,3005475,0,0,0,0,1
194,194,4,80,16,none,6.036902619530071,1784289983.0194392,1784289983.8870678,1784289983.4532535,0.152003,-0.210693,-0.357924,0.004673,-0.007232,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3083133,2950089,0,0,0,0,1
195,195,4,80,16,none,6.036902619530071,1784289987.525764,1784289988.4189172,1784289987.9723406,0.148167,-0.208245,-0.353768,0.004644,-0.007184,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3005898,2941451,0,0,0,0,1
196,196,4,80,16,none,6.036902619530071,1784289992.0726311,1784289992.9482398,1784289992.5104356,0.144626,-0.206094,-0.350174,0.00465,-0.007241,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2991501,2882000,0,0,0,0,1
197,197,4,80,16,none,6.036902619530071,1784289996.607997,1784289997.497087,1784289997.052542,0.141259,-0.203879,-0.346475,0.004676,-0.007309,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3015129,2851936,0,0,0,0,1
198,198,4,80,16,none,6.036902619530071,1784290001.158417,1784290002.032528,1784290001.5954723,0.138186,-0.20183,-0.34307,0.004639,-0.007297,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2941112,2834491,0,0,0,0,1
199,199,4,80,16,none,6.036902619530071,1784290005.6657238,1784290006.541219,1784290006.1034713,0.135368,-0.199927,-0.339843,0.00463,-0.007297,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2939927,2802140,0,0,0,0,1
200,200,4,80,16,none,6.036902619530071,1784290010.191238,1784290011.0505338,1784290010.6208858,0.132499,-0.197964,-0.336555,0.00464,-0.007385,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2878020,2819078,0,0,0,0,1
201,201,4,80,16,none,6.036902619530071,1784290014.6183412,1784290015.477643,1784290015.0479922,0.129936,-0.196125,-0.333499,0.004593,-0.007326,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2844568,2755985,0,0,0,0,1
202,202,4,80,16,none,6.036902619530071,1784290019.0495749,1784290019.916055,1784290019.4828148,0.127636,-0.194695,-0.33109,0.004617,-0.007312,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2863708,2722534,0,0,0,0,1
203,203,4,80,16,none,6.036902619530071,1784290023.5019689,1784290024.366354,1784290023.9341614,0.12519,-0.19299,-0.328058,0.004677,-0.007318,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2846601,2695010,0,0,0,0,1
204,204,4,80,17,gen,6.036902619530071,1784290035.533689,1784290036.395392,1784290035.9645405,0.119573,-0.189031,-0.321584,0.00465,-0.007338,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2764793,2639879,0,0,0,0,1
205,205,4,80,17,gen,6.036902619530071,1784290042.1415339,1784290043.018523,1784290042.5800285,0.116552,-0.186852,-0.317732,0.00467,-0.007317,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2774701,2625058,0,0,0,0,1
206,206,4,80,17,gen,6.036902619530071,1784290048.759901,1784290049.631657,1784290049.1957788,0.11381,-0.184931,-0.314469,0.004592,-0.007324,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2716436,2580598,0,0,0,0,1
207,207,4,80,17,gen,6.036902619530071,1784290055.3895319,1784290056.2484438,1784290055.8189878,0.111102,-0.182567,-0.310656,0.004574,-0.007275,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2699329,2572722,0,0,0,0,1
208,208,4,80,17,gen,6.036902619530071,1784290061.996793,1784290062.858479,1784290062.4276361,0.108654,-0.180978,-0.307846,0.004627,-0.007379,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2647501,2532495,0,0,0,0,1
209,209,4,80,17,gen,6.036902619530071,1784290068.5912619,1784290069.4499981,1784290069.02063,0.106125,-0.178958,-0.304421,0.004612,-0.007305,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2640387,2512170,0,0,0,0,1
210,210,4,80,17,gen,6.036902619530071,1784290075.17874,1784290076.048667,1784290075.6137035,0.103725,-0.176847,-0.301143,0.004622,-0.007357,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2596773,2474908,0,0,0,0,1
211,211,4,80,17,gen,6.036902619530071,1784290081.793973,1784290082.6589298,1784290082.2264514,0.101644,-0.175465,-0.298445,0.004549,-0.00733,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2617775,2463813,0,0,0,0,1
212,212,4,80,17,gen,6.036902619530071,1784290088.415765,1784290089.28178,1784290088.8487725,0.099544,-0.173756,-0.295643,0.004615,-0.007388,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2583223,2434681,0,0,0,0,1
213,213,4,80,17,gen,6.036902619530071,1784290095.0355608,1784290095.902627,1784290095.4690938,0.097341,-0.171739,-0.29222,0.004546,-0.007334,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2545367,2420792,0,0,0,0,1
214,214,4,80,17,gen,6.036902619530071,1784290101.65198,1784290102.516341,1784290102.0841603,0.095496,-0.170452,-0.290071,0.004561,-0.007429,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2508867,2386578,0,0,0,0,1
215,215,4,80,17,gen,6.036902619530071,1784290108.264755,1784290109.132828,1784290108.6987915,0.093542,-0.168697,-0.287151,0.004554,-0.007305,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2488796,2374383,0,0,0,0,1
216,216,4,80,18,acq,6.036902619530071,1784290121.442863,1784290122.317041,1784290121.879952,0.090039,-0.165804,-0.282305,0.004587,-0.007367,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2432140,2336613,0,0,0,0,1
217,217,4,80,18,acq,6.036902619530071,1784290129.174884,1784290130.03778,1784290129.606332,0.088019,-0.164049,-0.279244,0.004574,-0.007412,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2442218,2309428,0,0,0,0,1
218,218,4,80,18,acq,6.036902619530071,1784290136.9320478,1784290137.803999,1784290137.3680234,0.085966,-0.162174,-0.276069,0.004558,-0.007326,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2411985,2277755,0,0,0,0,1
